"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691625432","35.893","38.167","35.791","34.145","33.423","32.884","31.194","32.658"
"1691625433","35.959","38.192","35.806","34.134","33.434","32.873","31.197","32.614"
"1691625434","35.992","38.225","35.820","34.174","33.452","32.891","31.215","32.629"
"1691625435","36.006","38.236","35.809","34.185","33.449","32.898","31.223","32.600"
"1691625436","35.948","38.247","35.806","34.203","33.441","32.902","31.233","32.592"
"1691625437","35.911","38.232","35.813","34.214","33.430","32.884","31.230","32.589"
"1691625438","35.824","38.207","35.813","34.217","33.441","32.851","31.230","32.509"
"1691625439","35.802","38.156","35.838","34.199","33.416","32.825","31.208","32.498"
"1691625440","35.853","38.123","35.787","34.199","33.419","32.822","31.204","32.498"
"1691625441","35.886","38.123","35.784","34.173","33.405","32.793","31.190","32.501"
"1691625442","35.900","38.148","35.809","34.163","33.416","32.767","31.157","32.498"
"1691625443","35.889","38.174","35.824","34.148","33.416","32.738","31.153","32.508"
"1691625444","35.951","38.145","35.824","34.152","33.397","32.716","31.179","32.498"
"1691625445","35.988","38.105","35.806","34.173","33.412","32.712","31.204","32.559"
"1691625446","36.053","38.086","35.816","34.221","33.416","32.734","31.240","32.599"
"1691625447","36.093","37.981","35.827","34.259","33.423","32.871","31.291","32.576"
"1691625448","36.075","37.962","35.824","34.261","33.434","32.916","31.299","32.556"
"1691625449","36.050","37.944","35.816","34.257","33.445","32.942","31.288","32.563"
"1691625450","36.064","37.973","35.824","34.257","33.426","32.960","31.266","32.578"
"1691625451","36.086","37.966","35.809","34.272","33.426","32.949","31.262","32.578"
"1691625452","36.082","38.013","35.831","34.286","33.434","32.960","31.277","32.567"
"1691625453","36.049","38.010","35.845","34.301","33.426","32.924","31.280","32.581"
"1691625454","36.035","37.944","35.842","34.301","33.383","32.862","31.273","32.607"
"1691625455","36.075","37.878","35.827","34.330","33.343","32.811","31.291","32.585"
"1691625456","36.144","37.940","35.809","34.319","33.328","32.730","31.284","32.548"
"1691625457","36.173","37.922","35.809","34.308","33.332","32.698","31.295","32.534"
"1691625458","36.170","37.926","35.802","34.282","33.335","32.654","31.288","32.490"
"1691625459","36.141","37.948","35.802","34.282","33.339","32.658","31.259","32.439"
"1691625460","36.093","37.984","35.809","34.297","33.346","32.712","31.244","32.413"
"1691625461","36.097","38.002","35.805","34.279","33.372","32.730","31.233","32.439"
"1691625462","36.104","37.991","35.835","34.264","33.343","32.720","31.200","32.483"
"1691625463","36.126","37.995","35.824","34.242","33.346","32.723","31.204","32.490"
"1691625464","36.100","37.980","35.824","34.231","33.372","32.778","31.200","32.497"
"1691625465","36.129","37.946","35.752","34.208","33.430","32.785","31.105","32.510"
"1691625466","36.181","37.940","35.751","34.217","33.441","32.789","31.080","32.545"
"1691625467","36.181","37.955","35.780","34.235","33.445","32.807","31.084","32.581"
"1691625468","36.184","37.970","35.805","34.272","33.415","32.847","31.102","32.628"
"1691625469","36.181","38.006","35.809","34.275","33.372","32.861","31.091","32.617"
"1691625470","36.195","38.060","35.834","34.286","33.368","32.876","31.116","32.628"
"1691625471","36.246","38.104","35.831","34.286","33.342","32.876","31.160","32.650"
"1691625472","36.202","38.137","35.845","34.290","33.353","32.887","31.189","32.621"
"1691625473","36.188","38.126","35.845","34.311","33.375","32.894","31.215","32.595"
"1691625474","36.129","38.090","35.860","34.326","33.393","32.883","31.226","32.574"
"1691625475","36.100","38.090","35.860","34.322","33.404","32.898","31.211","32.588"
"1691625476","36.078","38.079","35.878","34.337","33.401","32.901","31.207","32.563"
"1691625477","36.042","38.053","35.896","34.352","33.426","32.876","31.204","32.544"
"1691625478","36.027","38.035","35.889","34.348","33.441","32.876","31.204","32.555"
"1691625479","36.071","38.002","35.863","34.370","33.437","32.872","31.207","32.573"
"1691625480","36.075","37.966","35.827","34.388","33.390","32.865","31.218","32.559"
"1691625481","36.111","37.947","35.812","34.406","33.393","32.854","31.236","32.526"
"1691625482","36.133","37.973","35.827","34.417","33.401","32.847","31.225","32.519"
"1691625483","36.177","38.017","35.845","34.424","33.371","32.883","31.211","32.501"
"1691625484","36.235","37.998","35.838","34.443","33.360","32.941","31.233","32.541"
"1691625485","36.279","37.977","35.831","34.432","33.299","33.022","31.233","32.606"
"1691625486","36.297","37.929","35.787","34.439","33.269","33.087","31.207","32.632"
"1691625487","36.326","37.936","35.761","34.446","33.251","33.127","31.211","32.661"
"1691625488","36.322","37.926","35.736","34.443","33.258","33.171","31.225","32.668"
"1691625489","36.363","37.944","35.765","34.428","33.269","33.218","31.222","32.661"
"1691625490","36.370","37.984","35.765","34.435","33.284","33.273","31.236","32.635"
"1691625491","36.311","38.020","35.794","34.431","33.306","33.284","31.236","32.610"
"1691625492","36.242","38.009","35.823","34.453","33.313","33.255","31.225","32.497"
"1691625493","36.169","37.995","35.841","34.464","33.269","33.225","31.214","32.475"
"1691625494","36.169","37.998","35.845","34.475","33.251","33.196","31.192","32.493"
"1691625495","36.213","38.031","35.863","34.490","33.236","33.167","31.192","32.497"
"1691625496","36.129","38.049","35.878","34.497","33.258","33.134","31.178","32.442"
"1691625497","36.107","38.020","35.874","34.482","33.302","33.145","31.156","32.449"
"1691625498","36.096","38.013","35.849","34.468","33.320","33.153","31.145","32.486"
"1691625499","36.067","37.998","35.845","34.449","33.375","33.105","31.178","32.478"
"1691625500","36.049","37.987","35.856","34.439","33.411","33.091","31.185","32.497"
"1691625501","36.085","37.976","35.885","34.442","33.437","33.045","31.207","32.497"
"1691625502","36.038","37.962","35.881","34.431","33.437","33.036","31.207","32.508"
"1691625503","36.012","37.951","35.878","34.406","33.437","33.021","31.207","32.548"
"1691625504","35.972","37.958","35.900","34.398","33.426","33.014","31.218","32.529"
"1691625505","35.961","37.911","35.907","34.380","33.386","33.014","31.214","32.533"
"1691625506","35.969","37.929","35.907","34.373","33.400","33.014","31.229","32.540"
"1691625507","35.965","37.947","35.918","34.369","33.349","33.011","31.244","32.573"
"1691625508","35.991","37.929","35.910","34.362","33.349","33.014","31.247","32.540"
"1691625509","36.045","37.922","35.921","34.369","33.371","32.999","31.247","32.515"
"1691625510","36.144","37.871","35.907","34.395","33.444","32.968","31.293","32.493"
"1691625511","36.169","37.903","35.896","34.398","33.458","32.963","31.302","32.475"
"1691625512","36.162","37.940","35.874","34.409","33.473","32.952","31.294","32.489"
"1691625513","36.111","37.929","35.885","34.428","33.488","32.956","31.313","32.529"
"1691625514","36.074","37.907","35.896","34.446","33.458","32.963","31.327","32.522"
"1691625515","36.045","37.903","35.907","34.468","33.440","32.978","31.353","32.511"
"1691625516","36.060","37.907","35.918","34.464","33.466","32.985","31.338","32.537"
"1691625517","36.071","37.914","35.914","34.475","33.477","33.021","31.334","32.537"
"1691625518","36.071","37.936","35.910","34.475","33.498","33.039","31.327","32.497"
"1691625519","36.012","37.903","35.929","34.475","33.513","33.047","31.327","32.486"
"1691625520","35.994","37.900","35.929","34.471","33.535","33.021","31.313","32.482"
"1691625521","36.001","37.900","35.929","34.449","33.542","32.996","31.305","32.482"
"1691625522","36.027","37.900","35.925","34.457","33.553","32.974","31.294","32.540"
"1691625523","36.005","37.849","35.925","34.468","33.546","32.970","31.309","32.551"
"1691625524","36.052","37.801","35.921","34.493","33.568","32.945","31.323","32.569"
"1691625525","36.100","37.823","35.910","34.500","33.553","32.959","31.338","32.555"
"1691625526","36.089","37.867","35.892","34.497","33.528","32.952","31.349","32.544"
"1691625527","36.031","37.870","35.856","34.515","33.531","32.956","31.367","32.551"
"1691625528","36.001","37.918","35.845","34.482","33.509","32.981","31.363","32.526"
"1691625529","36.031","37.951","35.834","34.460","33.488","32.963","31.345","32.548"
"1691625530","36.001","37.954","35.837","34.442","33.491","32.948","31.345","32.555"
"1691625531","36.001","37.950","35.830","34.442","33.476","32.923","31.341","32.544"
"1691625532","35.983","37.976","35.797","34.405","33.495","32.886","31.323","32.496"
"1691625533","35.968","37.965","35.815","34.398","33.487","32.868","31.305","32.518"
"1691625534","35.954","37.947","35.837","34.427","33.469","32.857","31.320","32.518"
"1691625535","35.921","37.950","35.856","34.427","33.480","32.850","31.327","32.522"
"1691625536","35.903","37.965","35.866","34.427","33.480","32.846","31.331","32.504"
"1691625537","35.870","37.940","35.881","34.427","33.527","32.806","31.327","32.464"
"1691625538","35.939","37.980","35.888","34.435","33.538","32.788","31.312","32.442"
"1691625539","35.925","38.001","35.874","34.413","33.524","32.770","31.298","32.453"
"1691625540","35.881","38.027","35.866","34.398","33.520","32.744","31.283","32.431"
"1691625541","35.837","38.016","35.859","34.376","33.509","32.719","31.290","32.405"
"1691625542","35.815","37.976","35.866","34.344","33.495","32.697","31.280","32.394"
"1691625543","35.826","37.987","35.866","34.333","33.495","32.719","31.290","32.351"
"1691625544","35.805","37.983","35.863","34.340","33.491","32.740","31.283","32.351"
"1691625545","35.801","37.950","35.866","34.347","33.506","32.748","31.276","32.332"
"1691625546","35.764","37.936","35.859","34.354","33.538","32.751","31.276","32.307"
"1691625547","35.757","37.954","35.874","34.347","33.535","32.744","31.268","32.285"
"1691625548","35.775","37.961","35.888","34.343","33.509","32.751","31.272","32.278"
"1691625549","35.783","37.987","35.866","34.325","33.517","32.740","31.265","32.303"
"1691625550","35.812","37.990","35.870","34.325","33.546","32.740","31.250","32.343"
"1691625551","35.863","37.994","35.874","34.322","33.571","32.737","31.254","32.358"
"1691625552","35.852","38.012","35.852","34.318","33.571","32.751","31.250","32.423"
"1691625553","35.877","37.994","35.830","34.340","33.538","32.762","31.247","32.467"
"1691625554","35.943","38.009","35.823","34.373","33.520","32.777","31.247","32.500"
"1691625555","35.994","38.009","35.804","34.383","33.484","32.835","31.250","32.573"
"1691625556","36.034","38.038","35.768","34.380","33.458","32.850","31.268","32.547"
"1691625557","36.019","38.081","35.721","34.369","33.425","32.835","31.287","32.540"
"1691625558","35.997","38.089","35.764","34.373","33.407","32.824","31.290","32.525"
"1691625559","36.016","38.111","35.786","34.354","33.414","32.820","31.305","32.511"
"1691625560","36.070","38.136","35.779","34.365","33.447","32.824","31.319","32.533"
"1691625561","36.103","38.169","35.790","34.354","33.444","32.824","31.334","32.522"
"1691625562","36.114","38.209","35.768","34.340","33.433","32.861","31.334","32.493"
"1691625563","36.074","38.213","35.768","34.354","33.425","32.846","31.349","32.496"
"1691625564","36.005","38.198","35.797","34.398","33.440","32.882","31.341","32.536"
"1691625565","35.979","38.125","35.804","34.402","33.447","32.893","31.352","32.536"
"1691625566","35.983","38.118","35.775","34.409","33.462","32.915","31.363","32.584"
"1691625567","35.975","38.114","35.750","34.434","33.476","32.951","31.359","32.602"
"1691625568","35.979","38.063","35.753","34.438","33.476","32.955","31.363","32.620"
"1691625569","36.005","38.074","35.771","34.453","33.476","32.948","31.348","32.547"
"1691625570","35.961","38.041","35.793","34.434","33.440","32.973","31.334","32.496"
"1691625571","35.943","38.034","35.782","34.416","33.421","32.984","31.327","32.533"
"1691625572","35.924","38.008","35.790","34.394","33.443","32.992","31.330","32.514"
"1691625573","35.888","37.975","35.797","34.405","33.443","33.021","31.286","32.518"
"1691625574","35.862","37.965","35.782","34.416","33.465","32.973","31.297","32.521"
"1691625575","35.852","37.917","35.797","34.420","33.472","32.919","31.301","32.525"
"1691625576","35.833","37.921","35.797","34.409","33.472","32.908","31.312","32.518"
"1691625577","35.815","37.932","35.753","34.405","33.454","32.860","31.316","32.532"
"1691625578","35.822","37.917","35.728","34.394","33.472","32.802","31.305","32.492"
"1691625579","35.822","37.943","35.724","34.390","33.458","32.776","31.272","32.518"
"1691625580","35.826","37.957","35.738","34.387","33.432","32.795","31.279","32.532"
"1691625581","35.837","37.979","35.775","34.376","33.429","32.824","31.294","32.540"
"1691625582","35.917","38.056","35.786","34.361","33.465","32.838","31.308","32.496"
"1691625583","35.943","38.070","35.764","34.376","33.483","32.849","31.319","32.500"
"1691625584","35.975","38.107","35.771","34.387","33.512","32.846","31.334","32.503"
"1691625585","35.975","38.154","35.775","34.390","33.538","32.835","31.337","32.485"
"1691625586","35.961","38.190","35.786","34.398","33.556","32.824","31.323","32.500"
"1691625587","35.964","38.216","35.804","34.387","33.556","32.805","31.308","32.503"
"1691625588","35.972","38.234","35.808","34.372","33.574","32.784","31.312","32.514"
"1691625589","35.964","38.201","35.822","34.383","33.571","32.791","31.286","32.521"
"1691625590","35.950","38.183","35.815","34.387","33.552","32.784","31.272","32.514"
"1691625591","35.921","38.165","35.786","34.401","33.560","32.824","31.246","32.507"
"1691625592","35.939","38.194","35.775","34.387","33.603","32.867","31.239","32.470"
"1691625593","35.931","38.198","35.778","34.339","33.640","32.893","31.221","32.430"
"1691625594","35.964","38.172","35.800","34.347","33.636","32.908","31.181","32.390"
"1691625595","35.957","38.165","35.797","34.339","33.640","32.933","31.173","32.390"
"1691625596","35.935","38.158","35.782","34.299","33.640","32.951","31.177","32.419"
"1691625597","35.928","38.128","35.742","34.296","33.651","32.973","31.199","32.427"
"1691625598","35.957","38.128","35.764","34.317","33.629","32.980","31.210","32.485"
"1691625599","35.968","38.154","35.760","34.350","33.629","32.977","31.217","32.525"
"1691625600","35.961","38.132","35.775","34.398","33.589","32.977","31.239","32.514"
"1691625601","36.019","38.158","35.760","34.423","33.600","32.980","31.272","32.561"
"1691625602","36.084","38.205","35.742","34.434","33.607","32.962","31.279","32.576"
"1691625603","36.132","38.245","35.742","34.445","33.607","32.951","31.286","32.598"
"1691625604","36.194","38.274","35.768","34.463","33.585","32.962","31.304","32.587"
"1691625605","36.259","38.314","35.771","34.467","33.582","32.984","31.326","32.572"
"1691625606","36.296","38.343","35.807","34.445","33.560","32.984","31.337","32.565"
"1691625607","36.314","38.354","35.829","34.459","33.527","32.980","31.366","32.583"
"1691625608","36.350","38.369","35.848","34.470","33.512","32.966","31.384","32.569"
"1691625609","36.409","38.362","35.873","34.489","33.509","32.959","31.399","32.605"
"1691625610","36.372","38.340","35.880","34.492","33.519","32.951","31.417","32.627"
"1691625611","36.369","38.340","35.888","34.510","33.541","32.947","31.425","32.634"
"1691625612","36.328","38.325","35.899","34.547","33.545","32.969","31.410","32.660"
"1691625613","36.299","38.332","35.888","34.543","33.545","32.999","31.359","32.696"
"1691625614","36.267","38.336","35.877","34.569","33.538","33.028","31.341","32.703"
"1691625615","36.252","38.340","35.877","34.572","33.523","33.039","31.363","32.718"
"1691625616","36.248","38.325","35.884","34.569","33.501","33.039","31.352","32.703"
"1691625617","36.259","38.329","35.880","34.565","33.479","33.024","31.352","32.660"
"1691625618","36.267","38.292","35.884","34.507","33.363","33.039","31.341","32.689"
"1691625619","36.285","38.314","35.880","34.459","33.283","33.068","31.348","32.649"
"1691625620","36.277","38.321","35.858","34.397","33.272","33.111","31.352","32.663"
"1691625621","36.267","38.292","35.829","34.368","33.232","33.155","31.341","32.685"
"1691625622","36.212","38.296","35.815","34.336","33.257","33.162","31.333","32.678"
"1691625623","36.175","38.310","35.818","34.343","33.286","33.151","31.344","32.674"
"1691625624","36.150","38.328","35.822","34.335","33.297","33.104","31.359","32.696"
"1691625625","36.154","38.321","35.822","34.310","33.264","33.049","31.352","32.674"
"1691625626","36.157","38.350","35.829","34.317","33.290","33.031","31.341","32.674"
"1691625627","36.110","38.329","35.815","34.325","33.323","33.039","31.326","32.630"
"1691625628","36.139","38.310","35.815","34.343","33.319","33.009","31.308","32.598"
"1691625629","36.168","38.248","35.829","34.379","33.330","32.995","31.290","32.605"
"1691625630","36.135","38.230","35.815","34.394","33.326","32.984","31.279","32.590"
"1691625631","36.117","38.212","35.844","34.412","33.352","32.980","31.264","32.649"
"1691625632","36.099","38.197","35.855","34.412","33.403","32.973","31.257","32.700"
"1691625633","36.095","38.168","35.855","34.390","33.450","32.966","31.242","32.663"
"1691625634","36.113","38.139","35.833","34.397","33.465","32.976","31.239","32.601"
"1691625635","36.142","38.132","35.847","34.416","33.468","32.980","31.268","32.616"
"1691625636","36.135","38.143","35.836","34.445","33.483","33.002","31.268","32.689"
"1691625637","36.117","38.135","35.840","34.430","33.508","33.009","31.264","32.652"
"1691625638","36.132","38.154","35.862","34.441","33.512","33.013","31.271","32.641"
"1691625639","36.106","38.186","35.858","34.445","33.497","33.013","31.271","32.579"
"1691625640","36.091","38.186","35.847","34.459","33.494","33.020","31.268","32.590"
"1691625641","36.070","38.168","35.851","34.470","33.501","33.006","31.279","32.605"
"1691625642","36.077","38.172","35.866","34.485","33.512","32.984","31.293","32.619"
"1691625643","36.102","38.175","35.866","34.459","33.501","32.980","31.301","32.645"
"1691625644","36.121","38.165","35.877","34.452","33.494","32.973","31.319","32.601"
"1691625645","36.073","38.146","35.902","34.437","33.497","32.969","31.315","32.572"
"1691625646","36.062","38.128","35.906","34.430","33.501","32.955","31.308","32.557"
"1691625647","36.044","38.091","35.913","34.430","33.508","32.947","31.315","32.539"
"1691625648","36.000","38.062","35.909","34.419","33.490","32.933","31.297","32.528"
"1691625649","35.982","38.040","35.916","34.401","33.475","32.925","31.282","32.510"
"1691625650","35.957","38.026","35.909","34.401","33.465","32.918","31.275","32.477"
"1691625651","35.935","37.997","35.924","34.383","33.483","32.896","31.275","32.477"
"1691625652","35.913","37.986","35.938","34.361","33.487","32.885","31.286","32.492"
"1691625653","35.916","37.979","35.927","34.350","33.483","32.863","31.260","32.517"
"1691625654","36.019","37.902","35.895","34.310","33.527","32.849","31.264","32.598"
"1691625655","36.077","37.928","35.876","34.335","33.508","32.860","31.289","32.627"
"1691625656","36.113","37.949","35.884","34.379","33.523","32.882","31.311","32.594"
"1691625657","36.139","37.982","35.880","34.426","33.526","32.878","31.319","32.568"
"1691625658","36.073","37.971","35.869","34.441","33.526","32.867","31.304","32.524"
"1691625659","36.011","37.949","35.876","34.441","33.537","32.871","31.319","32.510"
"1691625660","35.978","37.957","35.887","34.463","33.548","32.831","31.311","32.510"
"1691625661","35.978","37.946","35.909","34.448","33.566","32.805","31.300","32.499"
"1691625662","35.960","37.964","35.916","34.415","33.556","32.809","31.297","32.481"
"1691625663","35.978","38.000","35.946","34.379","33.581","32.769","31.282","32.492"
"1691625664","35.957","38.011","35.938","34.397","33.548","32.776","31.293","32.481"
"1691625665","35.913","38.000","35.924","34.423","33.537","32.798","31.300","32.473"
"1691625666","35.916","37.971","35.902","34.426","33.486","32.823","31.300","32.492"
"1691625667","35.913","37.975","35.905","34.401","33.424","32.838","31.286","32.484"
"1691625668","35.913","37.989","35.920","34.408","33.406","32.823","31.286","32.488"
"1691625669","35.916","37.993","35.924","34.419","33.351","32.794","31.286","32.510"
"1691625670","35.887","37.993","35.927","34.404","33.304","32.801","31.307","32.535"
"1691625671","35.876","38.008","35.931","34.397","33.286","32.830","31.333","32.524"
"1691625672","35.978","38.048","35.942","34.393","33.289","32.852","31.289","32.546"
"1691625673","36.044","38.008","35.956","34.386","33.300","32.860","31.300","32.506"
"1691625674","36.069","37.986","35.953","34.382","33.319","32.849","31.311","32.539"
"1691625675","36.102","37.942","35.949","34.397","33.322","32.827","31.333","32.557"
"1691625676","36.131","37.927","35.953","34.408","33.348","32.787","31.348","32.572"
"1691625677","36.175","37.935","35.964","34.423","33.362","32.779","31.362","32.583"
"1691625678","36.197","37.964","35.949","34.397","33.322","32.761","31.355","32.539"
"1691625679","36.215","37.982","35.938","34.379","33.304","32.768","31.369","32.521"
"1691625680","36.226","37.971","35.945","34.361","33.297","32.790","31.388","32.528"
"1691625681","36.109","38.018","35.964","34.368","33.279","32.783","31.388","32.517"
"1691625682","36.073","38.037","35.960","34.364","33.271","32.765","31.377","32.542"
"1691625683","36.051","38.055","35.920","34.360","33.293","32.761","31.366","32.539"
"1691625684","35.985","38.055","35.894","34.375","33.315","32.787","31.373","32.524"
"1691625685","35.989","38.073","35.880","34.382","33.322","32.797","31.373","32.510"
"1691625686","36.004","38.099","35.894","34.397","33.333","32.816","31.373","32.470"
"1691625687","36.047","38.128","35.902","34.419","33.351","32.823","31.351","32.491"
"1691625688","36.091","38.146","35.876","34.419","33.362","32.830","31.347","32.495"
"1691625689","36.109","38.142","35.876","34.426","33.380","32.830","31.337","32.470"
"1691625690","36.055","38.171","35.876","34.455","33.420","32.856","31.311","32.491"
"1691625691","36.011","38.186","35.883","34.462","33.402","32.877","31.300","32.513"
"1691625692","36.014","38.197","35.876","34.466","33.369","32.867","31.325","32.539"
"1691625693","36.054","38.193","35.887","34.466","33.358","32.856","31.340","32.546"
"1691625694","36.022","38.189","35.898","34.470","33.322","32.863","31.355","32.553"
"1691625695","36.044","38.182","35.909","34.473","33.289","32.859","31.366","32.550"
"1691625696","36.033","38.197","35.920","34.470","33.286","32.888","31.366","32.575"
"1691625697","36.073","38.197","35.942","34.488","33.278","32.914","31.366","32.568"
"1691625698","36.113","38.197","35.938","34.484","33.304","32.910","31.355","32.539"
"1691625699","36.204","38.186","35.952","34.517","33.337","32.885","31.340","32.506"
"1691625700","36.237","38.175","35.949","34.513","33.337","32.874","31.344","32.477"
"1691625701","36.258","38.175","35.923","34.517","33.337","32.914","31.358","32.466"
"1691625702","36.269","38.149","35.912","34.521","33.377","32.932","31.355","32.488"
"1691625703","36.200","38.146","35.905","34.524","33.413","32.954","31.355","32.491"
"1691625704","36.138","38.138","35.909","34.532","33.428","32.990","31.369","32.473"
"1691625705","36.098","38.171","35.883","34.510","33.428","33.009","31.366","32.466"
"1691625706","36.066","38.193","35.883","34.481","33.431","33.020","31.344","32.481"
"1691625707","36.033","38.215","35.887","34.488","33.428","33.027","31.358","32.488"
"1691625708","35.989","38.215","35.880","34.470","33.406","32.961","31.358","32.491"
"1691625709","35.974","38.189","35.880","34.448","33.384","32.950","31.344","32.462"
"1691625710","35.963","38.193","35.850","34.375","33.340","32.965","31.344","32.462"
"1691625711","35.960","38.182","35.854","34.375","33.380","32.932","31.329","32.484"
"1691625712","35.949","38.179","35.876","34.389","33.377","32.896","31.325","32.466"
"1691625713","35.938","38.175","35.869","34.364","33.380","32.867","31.325","32.459"
"1691625714","35.923","38.175","35.872","34.328","33.366","32.845","31.322","32.462"
"1691625715","35.909","38.142","35.876","34.317","33.395","32.816","31.304","32.466"
"1691625716","35.894","38.106","35.891","34.295","33.431","32.772","31.307","32.469"
"1691625717","35.861","38.055","35.887","34.306","33.435","32.757","31.304","32.451"
"1691625718","35.843","38.044","35.876","34.328","33.468","32.754","31.307","32.440"
"1691625719","35.869","38.055","35.876","34.335","33.460","32.717","31.311","32.407"
"1691625720","35.883","38.091","35.843","34.328","33.486","32.735","31.300","32.422"
"1691625721","35.931","38.109","35.836","34.306","33.500","32.750","31.293","32.411"
"1691625722","35.960","38.128","35.840","34.306","33.486","32.761","31.296","32.418"
"1691625723","35.960","38.135","35.847","34.295","33.479","32.775","31.293","32.393"
"1691625724","35.927","38.142","35.861","34.298","33.475","32.775","31.289","32.415"
"1691625725","35.905","38.146","35.890","34.306","33.489","32.783","31.296","32.367"
"1691625726","35.927","38.146","35.894","34.295","33.522","32.750","31.289","32.353"
"1691625727","35.905","38.153","35.887","34.284","33.486","32.768","31.296","32.346"
"1691625728","35.912","38.157","35.883","34.277","33.471","32.786","31.289","32.335"
"1691625729","35.909","38.149","35.872","34.247","33.402","32.812","31.282","32.349"
"1691625730","35.912","38.175","35.876","34.236","33.420","32.808","31.304","32.389"
"1691625731","35.883","38.164","35.861","34.251","33.460","32.786","31.315","32.393"
"1691625732","35.865","38.160","35.843","34.247","33.475","32.794","31.314","32.386"
"1691625733","35.854","38.164","35.872","34.247","33.464","32.797","31.307","32.382"
"1691625734","35.843","38.171","35.887","34.218","33.453","32.775","31.296","32.400"
"1691625735","35.821","38.142","35.891","34.149","33.417","32.754","31.300","32.415"
"1691625736","35.818","38.157","35.872","34.131","33.409","32.743","31.307","32.407"
"1691625737","35.832","38.128","35.872","34.142","33.413","32.754","31.300","32.404"
"1691625738","35.832","38.116","35.861","34.142","33.413","32.743","31.289","32.382"
"1691625739","35.796","38.087","35.836","34.134","33.420","32.724","31.293","32.364"
"1691625740","35.788","38.073","35.828","34.109","33.424","32.728","31.260","32.342"
"1691625741","35.807","38.058","35.832","34.120","33.417","32.735","31.253","32.320"
"1691625742","35.810","38.044","35.839","34.098","33.373","32.710","31.252","32.338"
"1691625743","35.840","38.033","35.840","34.091","33.337","32.710","31.242","32.316"
"1691625744","35.836","38.087","35.854","34.116","33.264","32.717","31.234","32.338"
"1691625745","35.850","38.109","35.876","34.134","33.282","32.772","31.245","32.371"
"1691625746","35.832","38.142","35.883","34.127","33.253","32.812","31.263","32.400"
"1691625747","35.843","38.142","35.879","34.134","33.216","32.845","31.252","32.407"
"1691625748","35.890","38.178","35.869","34.123","33.238","32.907","31.278","32.400"
"1691625749","35.956","38.193","35.876","34.134","33.285","32.939","31.293","32.389"
"1691625750","36.003","38.240","35.887","34.160","33.304","32.925","31.256","32.433"
"1691625751","36.036","38.273","35.869","34.160","33.347","32.947","31.223","32.440"
"1691625752","36.087","38.277","35.858","34.196","33.373","32.961","31.161","32.455"
"1691625753","36.153","38.269","35.865","34.243","33.344","32.957","31.125","32.509"
"1691625754","36.189","38.291","35.872","34.218","33.347","32.932","31.136","32.498"
"1691625755","36.229","38.324","35.883","34.225","33.373","32.939","31.136","32.542"
"1691625756","36.276","38.346","35.897","34.240","33.380","32.928","31.150","32.531"
"1691625757","36.306","38.360","35.905","34.218","33.333","32.921","31.168","32.491"
"1691625758","36.331","38.382","35.908","34.203","33.293","32.954","31.198","32.506"
"1691625759","36.331","38.357","35.890","34.149","33.252","32.957","31.216","32.517"
"1691625760","36.356","38.360","35.901","34.156","33.267","32.994","31.216","32.513"
"1691625761","36.386","38.371","35.887","34.152","33.293","33.016","31.216","32.491"
"1691625762","36.408","38.382","35.868","34.211","33.351","33.034","31.230","32.527"
"1691625763","36.404","38.393","35.897","34.247","33.387","33.015","31.245","32.480"
"1691625764","36.404","38.404","35.908","34.261","33.402","33.019","31.234","32.480"
"1691625765","36.404","38.393","35.901","34.236","33.420","33.026","31.230","32.531"
"1691625766","36.444","38.400","35.890","34.243","33.409","33.034","31.234","32.535"
"1691625767","36.437","38.404","35.843","34.254","33.376","33.019","31.245","32.491"
"1691625768","36.455","38.397","35.817","34.229","33.387","33.001","31.259","32.502"
"1691625769","36.480","38.378","35.781","34.247","33.372","32.983","31.241","32.502"
"1691625770","36.524","38.375","35.824","34.283","33.351","32.961","31.234","32.487"
"1691625771","36.597","38.357","35.872","34.305","33.347","32.928","31.267","32.531"
"1691625772","36.619","38.324","35.897","34.280","33.347","32.979","31.299","32.567"
"1691625773","36.637","38.284","35.904","34.287","33.321","33.026","31.303","32.600"
"1691625774","36.655","38.236","35.897","34.291","33.267","33.048","31.325","32.648"
"1691625775","36.655","38.196","35.894","34.290","33.256","33.048","31.332","32.691"
"1691625776","36.670","38.185","35.901","34.312","33.249","33.052","31.343","32.698"
"1691625777","36.659","38.182","35.915","34.309","33.212","33.063","31.358","32.738"
"1691625778","36.662","38.182","35.919","34.298","33.216","33.070","31.343","32.746"
"1691625779","36.644","38.185","35.926","34.302","33.245","33.059","31.336","32.680"
"1691625780","36.582","38.171","35.937","34.341","33.267","33.034","31.350","32.651"
"1691625781","36.513","38.174","35.915","34.371","33.281","33.044","31.365","32.666"
"1691625782","36.469","38.185","35.904","34.396","33.289","33.074","31.379","32.636"
"1691625783","36.469","38.182","35.915","34.400","33.296","33.095","31.387","32.633"
"1691625784","36.480","38.196","35.908","34.407","33.289","33.092","31.394","32.611"
"1691625785","36.469","38.214","35.919","34.385","33.296","33.103","31.390","32.615"
"1691625786","36.480","38.211","35.897","34.392","33.314","33.070","31.390","32.611"
